タイトル,所在地,緯度,経度,写真1,写真2,写真3,写真4,写真5,写真6,写真7,写真8,写真9,写真10,連絡先,分類,災害種別,備考
上分小学校体育館,神山町上分字川又西158,33.96004426,134.2779811,,,,,,,,,,,－,指定避難所（法指定）,,
上分小学校西側校舎,神山町上分字川又西158,33.96000866,134.2774997,,,,,,,,,,,－,指定避難所（法指定）,"崖崩れ等,地震",西校舎のみ耐震性あり
徳島市農協佐那河内支所高樋事務所,名東郡佐那河内村下字高樋５０－１,33.999797,134.473363,,,,,,,,,,,088-679-2218,指定避難所（法定外）,"洪水,崖崩れ等,地震,大規模な火事",収容人員については協議中
徳島市農協佐那河内支所嵯峨出張所,名東郡佐那河内村下字東内１１－３,33.98513,134.462008,,,,,,,,,,,088-679-2331,指定避難所（法定外）,"洪水,崖崩れ等,地震,大規模な火事",収容人員については協議中
徳島市農協佐那河内支所,名東郡佐那河内村下字中川原２１,33.992522,134.455807,,,,,,,,,,,088-679-2221,指定避難所（法定外）,"洪水,崖崩れ等,地震,大規模な火事",収容人員については協議中
立川集会所,勝浦町大字棚野字口立川４-１,33.921824,134.483817,,,,,,,,,,,050-3438-9969,指定避難所（法指定）,"洪水,地震",
坂本八幡神社,勝浦町大字坂本字宮平２,33.936052,134.4521,,,,,,,,,,,0885-42-2511,指定避難所（法定外）,"洪水,地震",
三崎集会所,勝浦町大字坂本上寺７６－４,33.933711,134.454653,,,,,,,,,,,0885-42-2511,指定避難所（法定外）,"洪水,地震",
坂本体育館,勝浦町大字坂本字宮平１?５,33.936414,134.453076,,,,,,,,,,,0885-44-2110,指定避難所（法定外）,"洪水,地震",
坂本集会所,勝浦町大字坂本字宮平１番地１,33.936248,134.452572,,,,,,,,,,,050-3438-8431,指定避難所（法指定）,"洪水,地震",
市の江集会所,勝浦町大字三溪小川１４２－１,33.932372,134.484607,,,,,,,,,,,050-3438-7165,指定避難所（法定外）,"洪水,地震",
与川内集会所,勝浦町大字三溪字宮平１０１,33.938803,134.476744,,,,,,,,,,,050-3438-9172,指定避難所（法指定）,"洪水,地震",
農事集会所,勝浦町大字三溪字三月田３-１,33.933596,134.49774,,,,,,,,,,,050-3438-9868,指定避難所（法指定）,"洪水,地震",
徳島医療福祉専門学校体育館,勝浦町大字三溪字平１２８番地１,33.93453,134.498835,,,,,,,,,,,0885-42-4810,指定避難所（法指定）,"洪水,地震",
妙音寺,勝浦町大字三溪字上羽瀬３９,33.939194,134.501388,,,,,,,,,,,0885-42-2397,指定避難所（法定外）,"洪水,地震",
勝浦町民体育館,勝浦町大字三溪字古川１番地１,33.93291,134.485821,,,,,,,,,,,0885-42-3671,指定避難所（法指定）,"洪水,地震",
横瀬集会所,勝浦町大字三溪字中村１６４-１,33.929061,134.494668,,,,,,,,,,,050-3438-8430,指定避難所（法指定）,"洪水,地震",
横瀬小学校体育館,勝浦町大字三溪字上川原２２,33.93035959,134.4942238,,,,,,,,,,,0885-42-2009,指定避難所（法指定）,"洪水,地震",
横瀬小学校,勝浦町大字三溪字上川原２２,33.93047754,134.4933708,,,,,,,,,,,0885-42-2009,指定避難所（法定外）,"洪水,地震",
東とくしま農業協同組合勝浦統括支所,勝浦町大字三溪字下川原１９番地１,33.929928,134.49685,,,,,,,,,,,0885-42-2521,指定避難所（法指定）,"洪水,地震",
円城寺,勝浦町大字棚野字畑田１５,33.929634,134.502922,,,,,,,,,,,0885-42-2099,指定避難所（法定外）,"洪水,地震",
棚野集会所,勝浦町大字棚野字西久保１９-５,33.931148,134.500176,,,,,,,,,,,050-3438-9778,指定避難所（法指定）,"洪水,地震",
久国集会所,勝浦町大字久国字松ノ本１７,33.930765,134.510722,,,,,,,,,,,050-3438-8799,指定避難所（法指定）,"洪水,地震",
勝浦中学校体育館,勝浦町大字久国字久保田４５番地１,33.93334211,134.5100625,,,,,,,,,,,0885-42-2591,指定避難所（法指定）,地震,
勝浦中学校,勝浦町大字久国字久保田４５番地１,33.93350678,134.5114036,,,,,,,,,,,0885-42-2591,指定避難所（法定外）,地震,
住民福祉センター,勝浦町大字久国字久保田３,33.931406,134.511023,,,,,,,,,,,0885-42-8457,指定避難所（法指定）,"洪水,地震",耐震診断中
小松島西高校勝浦校,勝浦町大字久国字屋原１,33.931771,134.513233,,,,,,,,,,,0885-42-2526,指定避難所（法定外）,地震,
神宮寺,勝浦町大字星谷字宮原５０番地１,33.939337,134.521258,,,,,,,,,,,0885-42-3880,指定避難所（法定外）,"洪水,地震",
大宮神社,勝浦町大字星谷字宮原６６,33.939488,134.521676,,,,,,,,,,,0885-42-3182,指定避難所（法定外）,"洪水,地震",
星谷集会所,勝浦町大字星谷字宮原５７-２,33.937993,134.522181,,,,,,,,,,,050-3438-7770,指定避難所（法指定）,"洪水,地震",
生名センター（観正寺）,勝浦町大字生名字平野２８,33.92679,134.51294,,,,,,,,,,,0885-42-2511,指定避難所（法指定）,地震,
生名農村集会所（東林庵）,勝浦町大字生名字屋敷７３－２,33.930112,134.519863,,,,,,,,,,,0885－42-2511,指定避難所（法指定）,地震,
生名コミュニティセンター,勝浦町大字生名字北１-３,33.929367,134.518061,,,,,,,,,,,050-3438-8763,指定避難所（法指定）,"洪水,地震",
中角集会所,勝浦町大字中角字研谷３１,33.934982,134.530495,,,,,,,,,,,0885-42-3156,指定避難所（法指定）,"洪水,地震",
玉の木集会所,勝浦町大字中角字玉の木１１,33.940781,134.531959,,,,,,,,,,,0885-42-3586,指定避難所（法指定）,地震,
農村婦人の家,勝浦町大字中角字豊田８-１,33.939942,134.535398,,,,,,,,,,,0885-42-3324,指定避難所（法指定）,地震,
生比奈小学校体育館,勝浦町大字中角字豊田１,33.940635,134.534759,,,,,,,,,,,0885-42-3004,指定避難所（法指定）,地震,
生比奈小学校,勝浦町大字中角字豊田１,33.940263,134.535215,,,,,,,,,,,0885-42-3004,指定避難所（法定外）,地震,
教育集会所,勝浦町大字沼江字猿滝５８番地１,33.94182434,134.5287172,,,,,,,,,,,0885-42-2007,指定避難所（法指定）,"洪水,地震",
勝浦会館,勝浦町大字沼江字猿滝５８番地１,33.94183102,134.5285106,,,,,,,,,,,0885-42-3305,指定避難所（法指定）,"洪水,地震",
慈林寺,勝浦町大字沼江字山路１８４,33.949453,134.543182,,,,,,,,,,,0885-42-2912,指定避難所（法定外）,"洪水,地震",
今宮神社,勝浦町大字沼江字山路１９１,33.950266,134.545012,,,,,,,,,,,0885-42-2511,指定避難所（法定外）,"洪水,地震",
今山ふれあい交流館,勝浦町大字沼江字高開４４－１,33.948202,134.542093,,,,,,,,,,,050-3438-8633,指定避難所（法指定）,地震,
東とくしま農業協同組合生比奈支所,勝浦町大字沼江字西岡２９-１,33.943574,134.542265,,,,,,,,,,,0885-42-2531,指定避難所（法指定）,"洪水,地震",
山西集会所,勝浦町大字沼江字西岡２１-３,33.943243,134.542782,,,,,,,,,,,050-3438-8559,指定避難所（法指定）,"洪水,地震",
善入寺,勝浦町大字沼江字寺ノ岡５,33.943268,134.550733,,,,,,,,,,,0885-42-2885,指定避難所（法定外）,"洪水,地震",
掛谷集会所,勝浦町大字沼江字田中５９,33.94838,134.55441,,,,,,,,,,,050-3438-9643,指定避難所（法指定）,"洪水,地震",
胎蔵寺,勝浦町大字沼江字一楽４０,33.948654,134.558202,,,,,,,,,,,0885-42-3545,指定避難所（法定外）,"洪水,地震",
沼江コミュニティセンター,勝浦町大字沼江字一楽３６-２,33.948736,134.557929,,,,,,,,,,,050-3438-9556,指定避難所（法指定）,"洪水,地震",
石原集会所,勝浦町大字沼江字神谷126,33.954107,134.558954,,,,,,,,,,,050-3438-8073,指定避難所（法指定）,"洪水,地震",
西祖谷消防団第六分団詰所,三好市西祖谷山村小祖谷,33.935815,133.892331,,,,,,,,,,,0883-75-2070,指定避難所（法指定）,"洪水,崖崩れ等",運用方式については，状況により，自主防災会等住民の協力を得る。
有瀬集会所,三好市西祖谷山村有瀬１,33.83971,133.801699,,,,,,,,,,,　　　　　－,指定避難所（法指定）,"洪水,崖崩れ等,地震",運用方式については，状況により，自主防災会等住民の協力を得る。
有瀬地域多目的施設（旧有瀬小学校）,三好市西祖谷山村有瀬４１４,33.838974,133.797351,,,,,,,,,,,　　　　　－,指定避難所（法指定）,"洪水,崖崩れ等,地震","運用方式については，状況により，自主防災会等住民の協力を得る。
建物の２階へ避難してください。（建物の２階が体育館）"
吾橋集会所,三好市西祖谷山村吾橋１５－４,33.87019,133.79003,,,,,,,,,,,　　　　　－,指定避難所（法指定）,"洪水,地震",運用方式については，状況により，自主防災会等住民の協力を得る。
吾橋小学校・体育館,三好市西祖谷山村吾橋３０３,33.866313,133.786835,,,,,,,,,,,0883-84-2533,指定避難所（法指定）,"洪水,崖崩れ等,地震","運用方式については，状況により，自主防災会等住民の協力を得る。
建物の３階へ避難してください。（建物の３階が体育館）"
西祖谷中学校（旧西岡小学校）,三好市西祖谷山村東西岡１０,33.88191,133.778515,,,,,,,,,,,0883-84-1334,指定避難所（法指定）,"洪水,崖崩れ等,地震","運用方式については，状況により，自主防災会等住民の協力を得る。
建物の３階に避難してください。（建物の３階が体育館）"
善徳第二分団詰所,三好市西祖谷山村善徳８７－４,33.876494,133.829861,,,,,,,,,,,　　　　　－,指定避難所（法指定）,"洪水,崖崩れ等,地震",運用方式については，状況により，自主防災会等住民の協力を得る。
今久保活性化センターかずら橋イベント広場,三好市西祖谷山村今久保３４５－１,33.874028,133.833333,,,,,,,,,,,　　　　　－,指定避難所（法指定）,"洪水,崖崩れ等,地震",運用方式については，状況により，自主防災会等住民の協力を得る。
善徳地域多目的施設（旧善徳小学校）,三好市西祖谷山村善徳３６２,33.882298,133.838861,,,,,,,,,,,0883-87-2321,指定避難所（法指定）,"洪水,崖崩れ等,地震","運用方式については，状況により，自主防災会等住民の協力を得る。
建物の２階以上に避難してください。"
老人福祉センター,三好市西祖谷山村一宇３４３－４,33.893083,133.816667,,,,,,,,,,,0883-87-2088,指定避難所（法指定）,"洪水,崖崩れ等,地震",運用方式については，状況により，自主防災会等住民の協力を得る。
檪生小学校・体育館,三好市西祖谷山村一宇２６２－１,33.893139,133.815553,,,,,,,,,,,0883-87-2386,指定避難所（法指定）,"洪水,崖崩れ等,地震",運用方式については，状況により，自主防災会等住民の協力を得る。
西祖谷総合支所,三好市西祖谷山村一宇３４３－１,33.892958,133.817029,,,,,,,,,,,0883-87-2111,指定避難所（法指定）,"洪水,崖崩れ等",運用方式については，状況により，自主防災会等住民の協力を得る。
栃之瀬地域多目的施設（旧栃之瀬小学校・体育館）,三好市東祖谷山村新居屋７３,33.855528,133.893056,,,,,,,,,,,0883-88-5123,指定避難所（法指定）,"洪水,崖崩れ等,地震","運用方式については，状況により，自主防災会等住民の協力を得る。
建物の２階へ避難してください。（建物の２階が体育館）"
名頃集会所,三好市東祖谷山村菅生６２９－５,33.854861,134.020556,,,,,,,,,,,　　　　　－,指定避難所（法指定）,洪水,運用方式については，状況により，自主防災会等住民の協力を得る。
名頃地域多目的施設（旧名頃小学校）,三好市東祖谷山村菅生６４０－８,33.854861,134.019722,,,,,,,,,,,0883-88-2821,指定避難所（法指定）,"洪水,崖崩れ等","運用方式については，状況により，自主防災会等住民の協力を得る。
校舎の２階以上に避難してください。"
菅生地域多目的施設（旧菅生小学校体育館）,三好市東祖谷山村菅生１６２－１,33.873368,133.987556,,,,,,,,,,,0883-88-2368,指定避難所（法指定）,"洪水,崖崩れ等","運用方式については，状況により，自主防災会等住民の協力を得る。
校舎の２階以上に避難してください。"
いやしの温泉郷,三好市東祖谷山村菅生２８,33.868833,133.978942,,,,,,,,,,,0883-88-2975,指定避難所（法指定）,"洪水,崖崩れ等,地震",運用方式については，状況により，自主防災会等住民の協力を得る。
落合地域多目的施設（旧落合小学校）,三好市東祖谷山村落合４０３,33.877917,133.938056,,,,,,,,,,,0883-88-2715,指定避難所（法指定）,洪水,運用方式については，状況により，自主防災会等住民の協力を得る。
落合公民館,三好市東祖谷山村落合８６－２,33.880139,133.933056,,,,,,,,,,,　　　　　－,指定避難所（法指定）,"洪水,地震",運用方式については，状況により，自主防災会等住民の協力を得る。
東祖谷中学校,三好市東祖谷山村下瀬１２－１,33.875214,133.921229,,,,,,,,,,,0883-88-2216,指定避難所（法定外）,"洪水,地震",運用方式については，状況により，自主防災会等住民の協力を得る。
祖谷の歴史館ホール,三好市東祖谷山村京上１４－３,33.868176,133.906376,,,,,,,,,,,0883-88-2286,指定避難所（法指定）,"洪水,崖崩れ等,地震",運用方式については，状況により，自主防災会等住民の協力を得る。
下名小学校・体育館,三好市山城町下名１００１－１,33.870465,133.772813,,,,,,,,,,,0883-84-1353,指定避難所（法指定）,"洪水,崖崩れ等,地震","運用方式については，状況により，自主防災会等住民の協力を得る。
建物の２階に避難してください。"
三名農村環境改善センター,三好市山城町下名１００５－３,33.870932,133.772764,,,,,,,,,,,　　　　　－,指定避難所（法指定）,"洪水,地震",運用方式については，状況により，自主防災会等住民の協力を得る。
上名小学校体育館,三好市山城町上名２３６－３,33.875449,133.730082,,,,,,,,,,,0883-84-1203,指定避難所（法指定）,"洪水,地震",運用方式については，状況により，自主防災会等住民の協力を得る。
西宇地域多目的施設　体育館,三好市山城町西宇１２２６－３,33.913379,133.758349,,,,,,,,,,,0883-84-1150,指定避難所（法指定）,"洪水,崖崩れ等,地震",運用方式については，状況により，自主防災会等住民の協力を得る。
平野地域多目的施設（旧平野小学校）,三好市山城町平野５５,33.941591,133.694669,,,,,,,,,,,0883-86-2812,指定避難所（法指定）,"洪水,崖崩れ等,地震",運用方式については，状況により，自主防災会等住民の協力を得る。
三好市大野体育館,三好市山城町大野,33.965745,133.714858,,,,,,,,,,,　　　　　－,指定避難所（法指定）,"洪水,崖崩れ等",運用方式については，状況により，自主防災会等住民の協力を得る。
恵泉館,三好市山城町政友６５－２,33.972251,133.735179,,,,,,,,,,,　　　　　－,指定避難所（法指定）,"洪水,崖崩れ等",運用方式については，状況により，自主防災会等住民の協力を得る。
